question_id,domain,subcategory,question_type,difficulty,question,key_concepts,roles,content_status
dsa-095,DSA,Linked Lists,follow_up,easy,Detect a cycle and return its entry point. What edge case or failure mode would you test before calling this solution complete?,DSA; Linked Lists; algorithm; complexity,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
dsa-096,DSA,Stacks,scenario,medium,Find the next greater element for every position. What edge case or failure mode would you test before calling this solution complete?,DSA; Stacks; algorithm; complexity,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
dsa-097,DSA,Graphs,practical,medium,Explain why Dijkstra does not work with negative edge weights. How would you answer this if the interviewer asked for a concrete production example?,DSA; Graphs; algorithm; complexity,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
dsa-098,DSA,DP,tradeoff,medium,Find the longest common subsequence of two strings. What edge case or failure mode would you test before calling this solution complete?,DSA; DP; algorithm; complexity,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
dsa-099,DSA,Backtracking,debugging,hard,Generate all permutations of distinct values. What edge case or failure mode would you test before calling this solution complete?,DSA; Backtracking; algorithm; complexity,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
dsa-100,DSA,Arrays,design,easy,Find two values in an array whose sum equals a target. Explain the hash-map trade-off. What edge case or failure mode would you test before calling this solution complete?,DSA; Arrays; algorithm; complexity,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
dsa-101,DSA,Strings,conceptual,medium,Determine whether a string can become a palindrome after deleting at most one character. What edge case or failure mode would you test before calling this solution complete?,DSA; Strings; algorithm; complexity,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
dsa-102,DSA,Binary Search,optimization,medium,Find the minimum capacity needed to finish shipping packages within a given number of days. What edge case or failure mode would you test before calling this solution complete?,DSA; Binary Search; algorithm; complexity,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
dsa-103,DSA,Linked Lists,follow_up,medium,Reverse a linked list in groups of k. What edge case or failure mode would you test before calling this solution complete?,DSA; Linked Lists; algorithm; complexity,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
dsa-104,DSA,Stacks,scenario,hard,Find the largest rectangle in a histogram. What edge case or failure mode would you test before calling this solution complete?,DSA; Stacks; algorithm; complexity,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
dsa-105,DSA,Graphs,practical,easy,Count connected components in an undirected graph. What edge case or failure mode would you test before calling this solution complete?,DSA; Graphs; algorithm; complexity,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
dsa-106,DSA,DP,tradeoff,medium,Find the minimum edit distance between two strings. What edge case or failure mode would you test before calling this solution complete?,DSA; DP; algorithm; complexity,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
dsa-107,DSA,Backtracking,debugging,medium,Solve N-Queens and explain pruning. What edge case or failure mode would you test before calling this solution complete?,DSA; Backtracking; algorithm; complexity,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
dsa-108,DSA,Arrays,design,medium,Find the longest consecutive sequence in an unsorted array in expected O(n) time. What edge case or failure mode would you test before calling this solution complete?,DSA; Arrays; algorithm; complexity,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
dsa-109,DSA,Strings,conceptual,hard,Find the longest substring without repeating characters. How would your approach change if the scale or input size became 10x larger?,DSA; Strings; algorithm; complexity,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
dsa-110,DSA,Graphs,optimization,easy,Detect a cycle in a directed graph. What edge case or failure mode would you test before calling this solution complete?,DSA; Graphs; algorithm; complexity,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
dsa-111,DSA,Arrays,follow_up,medium,Find the maximum subarray sum and explain why Kadane's algorithm works. What edge case or failure mode would you test before calling this solution complete?,DSA; Arrays; algorithm; complexity,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
dsa-112,DSA,Strings,scenario,medium,Find the minimum window containing all characters of another string. How would your approach change if the scale or input size became 10x larger?,DSA; Strings; algorithm; complexity,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
dsa-113,DSA,Graphs,practical,medium,Find shortest paths in an unweighted graph. What edge case or failure mode would you test before calling this solution complete?,DSA; Graphs; algorithm; complexity,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
dsa-114,DSA,Arrays,tradeoff,hard,Find the product of all elements except the current index without division. What edge case or failure mode would you test before calling this solution complete?,DSA; Arrays; algorithm; complexity,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
dsa-115,DSA,Strings,debugging,easy,Determine whether a string can become a palindrome after deleting at most one character. How would your approach change if the scale or input size became 10x larger?,DSA; Strings; algorithm; complexity,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
dsa-116,DSA,Graphs,design,medium,Explain why Dijkstra does not work with negative edge weights. What edge case or failure mode would you test before calling this solution complete?,DSA; Graphs; algorithm; complexity,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
dsa-117,DSA,Arrays,conceptual,medium,Find two values in an array whose sum equals a target. Explain the hash-map trade-off. How would your approach change if the scale or input size became 10x larger?,DSA; Arrays; algorithm; complexity,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
dsa-118,DSA,Arrays,optimization,medium,Find the longest consecutive sequence in an unsorted array in expected O(n) time. How would your approach change if the scale or input size became 10x larger?,DSA; Arrays; algorithm; complexity,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
dsa-119,DSA,Arrays,follow_up,hard,Find the maximum subarray sum and explain why Kadane's algorithm works. How would your approach change if the scale or input size became 10x larger?,DSA; Arrays; algorithm; complexity,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
dsa-120,DSA,Arrays,scenario,easy,Find the product of all elements except the current index without division. How would your approach change if the scale or input size became 10x larger?,DSA; Arrays; algorithm; complexity,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-001,Core CS,Operating Systems,practical,medium,Compare processes and threads using a web-server example.,Core CS; Operating Systems,software_engineer; backend_engineer; frontend_engineer; ai_engineer,curated
core-cs-002,Core CS,Networks,tradeoff,medium,Walk through what happens when a browser opens an HTTPS URL.,Core CS; Networks,software_engineer; backend_engineer; frontend_engineer; ai_engineer,curated
core-cs-003,Core CS,OOP,debugging,medium,Why can composition be preferable to inheritance?,Core CS; OOP,software_engineer; backend_engineer; frontend_engineer; ai_engineer,curated
core-cs-004,Core CS,Software Engineering,design,hard,"How would you structure unit, integration, and end-to-end tests for a REST API?",Core CS; Software Engineering,software_engineer; backend_engineer; frontend_engineer; ai_engineer,curated
core-cs-005,Core CS,Git,conceptual,easy,Explain merge versus rebase and when you would choose each.,Core CS; Git,software_engineer; backend_engineer; frontend_engineer; ai_engineer,curated
core-cs-006,Core CS,Operating Systems,optimization,medium,Two threads update shared state inconsistently. Explain the race condition and fixes.,Core CS; Operating Systems,software_engineer; backend_engineer; frontend_engineer; ai_engineer,curated
core-cs-007,Core CS,Networks,follow_up,medium,Compare TCP and UDP for file transfer versus a live video call.,Core CS; Networks,software_engineer; backend_engineer; frontend_engineer; ai_engineer,curated
core-cs-008,Core CS,OOP,scenario,medium,"Apply SOLID principles to a class that handles payment, email, and logging.",Core CS; OOP,software_engineer; backend_engineer; frontend_engineer; ai_engineer,curated
core-cs-009,Core CS,Software Engineering,practical,hard,How would you debug a bug that cannot be reproduced locally?,Core CS; Software Engineering,software_engineer; backend_engineer; frontend_engineer; ai_engineer,curated
core-cs-010,Core CS,Git,tradeoff,easy,You committed a secret to Git. What should you do beyond deleting the file later?,Core CS; Git,software_engineer; backend_engineer; frontend_engineer; ai_engineer,curated
core-cs-011,Core CS,Operating Systems,debugging,medium,Explain deadlock and its four necessary conditions.,Core CS; Operating Systems,software_engineer; backend_engineer; frontend_engineer; ai_engineer,curated
core-cs-012,Core CS,Networks,design,medium,Explain DNS caching and what happens when cached information is stale.,Core CS; Networks,software_engineer; backend_engineer; frontend_engineer; ai_engineer,curated
core-cs-013,Core CS,OOP,conceptual,medium,"Design notifications for email, SMS, and push without changing the caller.",Core CS; OOP,software_engineer; backend_engineer; frontend_engineer; ai_engineer,curated
core-cs-014,Core CS,Software Engineering,optimization,hard,How would you safely roll out a risky feature to a small percentage of users?,Core CS; Software Engineering,software_engineer; backend_engineer; frontend_engineer; ai_engineer,curated
core-cs-015,Core CS,Git,follow_up,easy,How would you use git bisect to find a regression?,Core CS; Git,software_engineer; backend_engineer; frontend_engineer; ai_engineer,curated
core-cs-016,Core CS,Operating Systems,scenario,medium,How does virtual memory let processes use an address space larger than physical RAM?,Core CS; Operating Systems,software_engineer; backend_engineer; frontend_engineer; ai_engineer,curated
core-cs-017,Core CS,Networks,practical,medium,What problem does TLS solve in HTTPS?,Core CS; Networks,software_engineer; backend_engineer; frontend_engineer; ai_engineer,curated
core-cs-018,Core CS,OOP,tradeoff,medium,Why can composition be preferable to inheritance? How would you answer this if the interviewer asked for a concrete production example?,Core CS; OOP,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-019,Core CS,Software Engineering,debugging,hard,"How would you structure unit, integration, and end-to-end tests for a REST API? How would you answer this if the interviewer asked for a concrete production example?",Core CS; Software Engineering,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-020,Core CS,Git,design,easy,Explain merge versus rebase and when you would choose each. How would you answer this if the interviewer asked for a concrete production example?,Core CS; Git,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-021,Core CS,Operating Systems,conceptual,medium,Compare mutexes and semaphores with practical examples.,Core CS; Operating Systems,software_engineer; backend_engineer; frontend_engineer; ai_engineer,curated
core-cs-022,Core CS,Networks,optimization,medium,Explain WebSockets and when they are preferable to polling.,Core CS; Networks,software_engineer; backend_engineer; frontend_engineer; ai_engineer,curated
core-cs-023,Core CS,OOP,follow_up,medium,"Apply SOLID principles to a class that handles payment, email, and logging. How would you answer this if the interviewer asked for a concrete production example?",Core CS; OOP,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-024,Core CS,Software Engineering,scenario,hard,How would you debug a bug that cannot be reproduced locally? How would you answer this if the interviewer asked for a concrete production example?,Core CS; Software Engineering,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-025,Core CS,Git,practical,easy,You committed a secret to Git. What should you do beyond deleting the file later? How would you answer this if the interviewer asked for a concrete production example?,Core CS; Git,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-026,Core CS,Operating Systems,tradeoff,medium,Compare processes and threads using a web-server example. How would you answer this if the interviewer asked for a concrete production example?,Core CS; Operating Systems,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-027,Core CS,Networks,debugging,medium,Walk through what happens when a browser opens an HTTPS URL. How would you answer this if the interviewer asked for a concrete production example?,Core CS; Networks,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-028,Core CS,OOP,design,medium,"Design notifications for email, SMS, and push without changing the caller. How would you answer this if the interviewer asked for a concrete production example?",Core CS; OOP,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-029,Core CS,Software Engineering,conceptual,hard,How would you safely roll out a risky feature to a small percentage of users? How would you answer this if the interviewer asked for a concrete production example?,Core CS; Software Engineering,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-030,Core CS,Git,optimization,easy,How would you use git bisect to find a regression? How would you answer this if the interviewer asked for a concrete production example?,Core CS; Git,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-031,Core CS,Operating Systems,follow_up,medium,Two threads update shared state inconsistently. Explain the race condition and fixes. How would you answer this if the interviewer asked for a concrete production example?,Core CS; Operating Systems,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-032,Core CS,Networks,scenario,medium,Compare TCP and UDP for file transfer versus a live video call. How would you answer this if the interviewer asked for a concrete production example?,Core CS; Networks,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-033,Core CS,OOP,practical,medium,Why can composition be preferable to inheritance? What edge case or failure mode would you test before calling this solution complete?,Core CS; OOP,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-034,Core CS,Software Engineering,tradeoff,hard,"How would you structure unit, integration, and end-to-end tests for a REST API? What edge case or failure mode would you test before calling this solution complete?",Core CS; Software Engineering,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-035,Core CS,Git,debugging,easy,Explain merge versus rebase and when you would choose each. What edge case or failure mode would you test before calling this solution complete?,Core CS; Git,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-036,Core CS,Operating Systems,design,medium,Explain deadlock and its four necessary conditions. How would you answer this if the interviewer asked for a concrete production example?,Core CS; Operating Systems,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-037,Core CS,Networks,conceptual,medium,Explain DNS caching and what happens when cached information is stale. How would you answer this if the interviewer asked for a concrete production example?,Core CS; Networks,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-038,Core CS,OOP,optimization,medium,"Apply SOLID principles to a class that handles payment, email, and logging. What edge case or failure mode would you test before calling this solution complete?",Core CS; OOP,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-039,Core CS,Software Engineering,follow_up,hard,How would you debug a bug that cannot be reproduced locally? What edge case or failure mode would you test before calling this solution complete?,Core CS; Software Engineering,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-040,Core CS,Git,scenario,easy,You committed a secret to Git. What should you do beyond deleting the file later? What edge case or failure mode would you test before calling this solution complete?,Core CS; Git,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-041,Core CS,Operating Systems,practical,medium,How does virtual memory let processes use an address space larger than physical RAM? How would you answer this if the interviewer asked for a concrete production example?,Core CS; Operating Systems,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-042,Core CS,Networks,tradeoff,medium,What problem does TLS solve in HTTPS? How would you answer this if the interviewer asked for a concrete production example?,Core CS; Networks,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-043,Core CS,OOP,debugging,medium,"Design notifications for email, SMS, and push without changing the caller. What edge case or failure mode would you test before calling this solution complete?",Core CS; OOP,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-044,Core CS,Software Engineering,design,hard,How would you safely roll out a risky feature to a small percentage of users? What edge case or failure mode would you test before calling this solution complete?,Core CS; Software Engineering,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-045,Core CS,Git,conceptual,easy,How would you use git bisect to find a regression? What edge case or failure mode would you test before calling this solution complete?,Core CS; Git,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-046,Core CS,Operating Systems,optimization,medium,Compare mutexes and semaphores with practical examples. How would you answer this if the interviewer asked for a concrete production example?,Core CS; Operating Systems,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-047,Core CS,Networks,follow_up,medium,Explain WebSockets and when they are preferable to polling. How would you answer this if the interviewer asked for a concrete production example?,Core CS; Networks,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-048,Core CS,OOP,scenario,medium,Why can composition be preferable to inheritance? How would your approach change if the scale or input size became 10x larger?,Core CS; OOP,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-049,Core CS,Software Engineering,practical,hard,"How would you structure unit, integration, and end-to-end tests for a REST API? How would your approach change if the scale or input size became 10x larger?",Core CS; Software Engineering,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-050,Core CS,Git,tradeoff,easy,Explain merge versus rebase and when you would choose each. How would your approach change if the scale or input size became 10x larger?,Core CS; Git,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-051,Core CS,Operating Systems,debugging,medium,Compare processes and threads using a web-server example. What edge case or failure mode would you test before calling this solution complete?,Core CS; Operating Systems,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-052,Core CS,Networks,design,medium,Walk through what happens when a browser opens an HTTPS URL. What edge case or failure mode would you test before calling this solution complete?,Core CS; Networks,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-053,Core CS,OOP,conceptual,medium,"Apply SOLID principles to a class that handles payment, email, and logging. How would your approach change if the scale or input size became 10x larger?",Core CS; OOP,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-054,Core CS,Software Engineering,optimization,hard,How would you debug a bug that cannot be reproduced locally? How would your approach change if the scale or input size became 10x larger?,Core CS; Software Engineering,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-055,Core CS,Git,follow_up,easy,You committed a secret to Git. What should you do beyond deleting the file later? How would your approach change if the scale or input size became 10x larger?,Core CS; Git,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-056,Core CS,Operating Systems,scenario,medium,Two threads update shared state inconsistently. Explain the race condition and fixes. What edge case or failure mode would you test before calling this solution complete?,Core CS; Operating Systems,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-057,Core CS,Networks,practical,medium,Compare TCP and UDP for file transfer versus a live video call. What edge case or failure mode would you test before calling this solution complete?,Core CS; Networks,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-058,Core CS,OOP,tradeoff,medium,"Design notifications for email, SMS, and push without changing the caller. How would your approach change if the scale or input size became 10x larger?",Core CS; OOP,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-059,Core CS,Software Engineering,debugging,hard,How would you safely roll out a risky feature to a small percentage of users? How would your approach change if the scale or input size became 10x larger?,Core CS; Software Engineering,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-060,Core CS,Git,design,easy,How would you use git bisect to find a regression? How would your approach change if the scale or input size became 10x larger?,Core CS; Git,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-061,Core CS,Operating Systems,conceptual,medium,Explain deadlock and its four necessary conditions. What edge case or failure mode would you test before calling this solution complete?,Core CS; Operating Systems,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-062,Core CS,Networks,optimization,medium,Explain DNS caching and what happens when cached information is stale. What edge case or failure mode would you test before calling this solution complete?,Core CS; Networks,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-063,Core CS,OOP,follow_up,medium,Why can composition be preferable to inheritance? What trade-off would you explain before choosing this approach?,Core CS; OOP,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-064,Core CS,Software Engineering,scenario,hard,"How would you structure unit, integration, and end-to-end tests for a REST API? What trade-off would you explain before choosing this approach?",Core CS; Software Engineering,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-065,Core CS,Git,practical,easy,Explain merge versus rebase and when you would choose each. What trade-off would you explain before choosing this approach?,Core CS; Git,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-066,Core CS,Operating Systems,tradeoff,medium,How does virtual memory let processes use an address space larger than physical RAM? What edge case or failure mode would you test before calling this solution complete?,Core CS; Operating Systems,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-067,Core CS,Networks,debugging,medium,What problem does TLS solve in HTTPS? What edge case or failure mode would you test before calling this solution complete?,Core CS; Networks,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-068,Core CS,OOP,design,medium,"Apply SOLID principles to a class that handles payment, email, and logging. What trade-off would you explain before choosing this approach?",Core CS; OOP,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-069,Core CS,Software Engineering,conceptual,hard,How would you debug a bug that cannot be reproduced locally? What trade-off would you explain before choosing this approach?,Core CS; Software Engineering,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-070,Core CS,Git,optimization,easy,You committed a secret to Git. What should you do beyond deleting the file later? What trade-off would you explain before choosing this approach?,Core CS; Git,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-071,Core CS,Operating Systems,follow_up,medium,Compare mutexes and semaphores with practical examples. What edge case or failure mode would you test before calling this solution complete?,Core CS; Operating Systems,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-072,Core CS,Networks,scenario,medium,Explain WebSockets and when they are preferable to polling. What edge case or failure mode would you test before calling this solution complete?,Core CS; Networks,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-073,Core CS,OOP,practical,medium,"Design notifications for email, SMS, and push without changing the caller. What trade-off would you explain before choosing this approach?",Core CS; OOP,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-074,Core CS,Software Engineering,tradeoff,hard,How would you safely roll out a risky feature to a small percentage of users? What trade-off would you explain before choosing this approach?,Core CS; Software Engineering,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-075,Core CS,Git,debugging,easy,How would you use git bisect to find a regression? What trade-off would you explain before choosing this approach?,Core CS; Git,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-076,Core CS,Operating Systems,design,medium,Compare processes and threads using a web-server example. How would your approach change if the scale or input size became 10x larger?,Core CS; Operating Systems,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-077,Core CS,Networks,conceptual,medium,Walk through what happens when a browser opens an HTTPS URL. How would your approach change if the scale or input size became 10x larger?,Core CS; Networks,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-078,Core CS,Operating Systems,optimization,medium,Two threads update shared state inconsistently. Explain the race condition and fixes. How would your approach change if the scale or input size became 10x larger?,Core CS; Operating Systems,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-079,Core CS,Networks,follow_up,hard,Compare TCP and UDP for file transfer versus a live video call. How would your approach change if the scale or input size became 10x larger?,Core CS; Networks,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-080,Core CS,Operating Systems,scenario,easy,Explain deadlock and its four necessary conditions. How would your approach change if the scale or input size became 10x larger?,Core CS; Operating Systems,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-081,Core CS,Networks,practical,medium,Explain DNS caching and what happens when cached information is stale. How would your approach change if the scale or input size became 10x larger?,Core CS; Networks,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-082,Core CS,Operating Systems,tradeoff,medium,How does virtual memory let processes use an address space larger than physical RAM? How would your approach change if the scale or input size became 10x larger?,Core CS; Operating Systems,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-083,Core CS,Networks,debugging,medium,What problem does TLS solve in HTTPS? How would your approach change if the scale or input size became 10x larger?,Core CS; Networks,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-084,Core CS,Operating Systems,design,hard,Compare mutexes and semaphores with practical examples. How would your approach change if the scale or input size became 10x larger?,Core CS; Operating Systems,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-085,Core CS,Networks,conceptual,easy,Explain WebSockets and when they are preferable to polling. How would your approach change if the scale or input size became 10x larger?,Core CS; Networks,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-086,Core CS,Operating Systems,optimization,medium,Compare processes and threads using a web-server example. What trade-off would you explain before choosing this approach?,Core CS; Operating Systems,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-087,Core CS,Networks,follow_up,medium,Walk through what happens when a browser opens an HTTPS URL. What trade-off would you explain before choosing this approach?,Core CS; Networks,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-088,Core CS,Operating Systems,scenario,medium,Two threads update shared state inconsistently. Explain the race condition and fixes. What trade-off would you explain before choosing this approach?,Core CS; Operating Systems,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-089,Core CS,Networks,practical,hard,Compare TCP and UDP for file transfer versus a live video call. What trade-off would you explain before choosing this approach?,Core CS; Networks,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-090,Core CS,Operating Systems,tradeoff,easy,Explain deadlock and its four necessary conditions. What trade-off would you explain before choosing this approach?,Core CS; Operating Systems,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-091,Core CS,Networks,debugging,medium,Explain DNS caching and what happens when cached information is stale. What trade-off would you explain before choosing this approach?,Core CS; Networks,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-092,Core CS,Operating Systems,design,medium,How does virtual memory let processes use an address space larger than physical RAM? What trade-off would you explain before choosing this approach?,Core CS; Operating Systems,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-093,Core CS,Networks,conceptual,medium,What problem does TLS solve in HTTPS? What trade-off would you explain before choosing this approach?,Core CS; Networks,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-094,Core CS,Operating Systems,optimization,hard,Compare mutexes and semaphores with practical examples. What trade-off would you explain before choosing this approach?,Core CS; Operating Systems,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-095,Core CS,Networks,follow_up,easy,Explain WebSockets and when they are preferable to polling. What trade-off would you explain before choosing this approach?,Core CS; Networks,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-096,Core CS,Operating Systems,scenario,medium,Compare processes and threads using a web-server example. How would you debug this if it worked locally but failed in production?,Core CS; Operating Systems,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-097,Core CS,Operating Systems,practical,medium,Two threads update shared state inconsistently. Explain the race condition and fixes. How would you debug this if it worked locally but failed in production?,Core CS; Operating Systems,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-098,Core CS,Operating Systems,tradeoff,medium,Explain deadlock and its four necessary conditions. How would you debug this if it worked locally but failed in production?,Core CS; Operating Systems,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-099,Core CS,Operating Systems,debugging,hard,How does virtual memory let processes use an address space larger than physical RAM? How would you debug this if it worked locally but failed in production?,Core CS; Operating Systems,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
core-cs-100,Core CS,Operating Systems,design,easy,Compare mutexes and semaphores with practical examples. How would you debug this if it worked locally but failed in production?,Core CS; Operating Systems,software_engineer; backend_engineer; frontend_engineer; ai_engineer,expanded
backend-001,Backend,API Design,practical,medium,Design a REST endpoint for creating and retrieving an AI interview session.,Backend; API Design; retrieval; evaluation,backend_engineer; full_stack_engineer; software_engineer; ai_engineer,curated
backend-002,Backend,FastAPI,tradeoff,medium,"When do async FastAPI endpoints improve throughput, and when do they not?",Backend; FastAPI,backend_engineer; full_stack_engineer; software_engineer; ai_engineer,curated
backend-003,Backend,Node,debugging,medium,Explain the Node.js event loop using a database request.,Backend; Node,backend_engineer; full_stack_engineer; software_engineer; ai_engineer,curated
backend-004,Backend,Redis,design,hard,How would you add Redis caching to an expensive database query?,Backend; Redis,backend_engineer; full_stack_engineer; software_engineer; ai_engineer,curated
backend-005,Backend,Scalability,conceptual,easy,Traffic grows 10x. What would you inspect before simply adding servers?,Backend; Scalability,backend_engineer; full_stack_engineer; software_engineer; ai_engineer,curated
backend-006,Backend,Security,optimization,medium,Explain authentication versus authorization in a REST API.,Backend; Security,backend_engineer; full_stack_engineer; software_engineer; ai_engineer,curated
backend-007,Backend,Persistence,follow_up,medium,"How would you model users, interviews, questions, answers, and evaluations relationally?",Backend; Persistence,backend_engineer; full_stack_engineer; software_engineer; ai_engineer,curated
